episode,timestep,episode_reward,episode_length,termination_reason
839,184,57728,-1.1381098677714665,0.46139711514115334,146.33282725016275,0.2,0.2745098008095845,32.524945449586454
839,57730,27.799455250396036,33.0,collision
840,57740,113.27886642103178,10.0,collision
841,57771,-3.8526187334404254,31.0,collision
842,57791,3.9662372230868055,20.0,collision
843,185,57856,-1.2615217467149098,0.48550786760946113,146.448029200236,0.2,-0.07700000000000001,2.9820800166777004
843,57880,-1.6347585577041723,89.0,collision
844,186,57984,-1.1164398218194644,0.47485406945149106,146.563232421875,0.2,-0.066,31.50321613862007
844,57997,27.168093734260182,117.0,collision
845,58050,91.6151134205759,53.0,collision
846,187,58112,-1.235242838660876,0.4844317150612672,146.67843182881674,0.2,0.12141988409450355,6.851629378019833
846,58133,20.025298553901017,83.0,collision
847,58175,9.665113964516479,42.0,collision
848,58195,8.432216997840145,20.0,collision
849,58233,30.830929400264196,38.0,collision
850,188,58240,-1.1432851701974869,0.49314843863248825,146.79363250732422,0.2,-0.051000000000000004,1.746131298755263
850,58245,-3.467868701244737,12.0,collision
851,189,58368,-1.1594653576612473,0.4882449097931385,146.90883509318033,0.2,0.6475852695075335,41.64289721490853
851,58375,46.529676799879816,130.0,collision
852,58401,17.208677348484283,26.0,collision
